Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
184550;Erftstadt, RS Dr.-J.-Fieger-Str.;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
184615;Bad Salzuflen, RS Aspe;BR Detmold;Kreis Lippe;Bad Salzuflen;3
184640;Essen, Gym Überruhr;BR Düsseldorf;Stadt Essen;Essen;3
184652;Beverungen, Gym Birkenstraße;BR Detmold;Kreis Höxter;Beverungen;2
184664;Bergisch Gladbach, Gym Herkenrath;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
184676;Münster, Gym Immanuel-Kant;BR Münster;Stadt Münster;Münster;2
184688;Mönchengladbach, Gym Franz-Meyers;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;2
184690;Erftstadt, Gym Ville-Gymnasium;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
184706;Hürth, Gym Albert-Schweitzer;BR Köln;Rhein-Erft-Kreis;Hürth;2
184731;Kaarst, Gym Georg-Büchner;BR Düsseldorf;Rhein-Kreis Neuss;Kaarst;2
184743;Solingen, GG Uhlandstr.;BR Düsseldorf;Stadt Solingen;Solingen;2
184846;Würselen, GG Friedrichstr.;BR Köln;Städteregion Aachen;Würselen;6
184858;Köln, Gym Heinrich-Heine-Gymnasium;BR Köln;Stadt Köln;Köln;4
184860;Bochum, GG Waldschule;BR Arnsberg;Stadt Bochum;Bochum;7
184883;Bielefeld, GE Laborschule d. Landes NRW;BR Detmold;Stadt Bielefeld;Bielefeld;3
184895;Bonn, GG Om Berg;BR Köln;Stadt Bonn;Bonn;4
184913;Köln, GE Lise-Meitner-Gesamtschule;BR Köln;Stadt Köln;Köln;7
184925;Meerbusch, GG Theodor-Fliedner-Schule;BR Düsseldorf;Rhein-Kreis Neuss;Meerbusch;2
184937;Köln, GE Willy-Brandt-Gesamtschule;BR Köln;Stadt Köln;Köln;6
184949;Kaarst, GG Stakerseite;BR Düsseldorf;Rhein-Kreis Neuss;Kaarst;5
184950;Hilden, GG (Verb.) Im Kalstert;BR Düsseldorf;Kreis Mettmann;Hilden;3
184974;Münster, GG Kinderhaus-West;BR Münster;Stadt Münster;Münster;8
184986;Recklinghausen, GG Im Hinsberg;BR Münster;Kreis Recklinghausen;Recklinghausen;8
185000;Lüdenscheid, GG Parkstraße;BR Arnsberg;Märkischen Kreis;Lüdenscheid;3
185012;Wuppertal, GG Haarhausen;BR Düsseldorf;Stadt Wuppertal;Wuppertal;6
185024;Bergheim, GG Gudrun Pausewang;BR Köln;Rhein-Erft-Kreis;Bergheim;7
185048;Arnsberg, GG Müggenberg/Rusch;BR Arnsberg;Hochsauerlandkreis;Arnsberg;4
185176;Köln, GE Europaschule Zollstock;BR Köln;Stadt Köln;Köln;5
185188;Herten, GE Rosa-Parks-Schule;BR Münster;Kreis Recklinghausen;Herten;8
185190;Marl, GE Willy-Brandt;BR Münster;Kreis Recklinghausen;Marl;6
185218;Wuppertal, RS Max-Planck-Realschule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
185220;Münster, RS Wolbeck;BR Münster;Stadt Münster;Münster;4
185231;Mülheim an der Ruhr,GG am Krähenbüschken;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
185243;Duisburg, GG (Verb.) Im Reimel;BR Düsseldorf;Stadt Duisburg;Duisburg;2
185255;Köln, Gym Heinrich-Mann-Gymnasium;BR Köln;Stadt Köln;Köln;5
185267;Duisburg, GE Süd;BR Düsseldorf;Stadt Duisburg;Duisburg;3
185279;Hagen, GG Boloh;BR Arnsberg;Stadt Hagen;Hagen;5
185310;Bonn, GE Beuel;BR Köln;Stadt Bonn;Bonn;3
185322;Mülheim an der Ruhr, Gym Heißen;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
185346;Telgte, GG Don-Bosco-Schule;BR Münster;Kreis Warendorf;Telgte;1
185360;Wegberg, Gym Maximilian-Kolbe;BR Köln;Kreis Heinsberg;Wegberg;1
185413;Köln, GG Merianstr. I;BR Köln;Stadt Köln;Köln;9
185425;Köln, GG Soldiner Straße;BR Köln;Stadt Köln;Köln;6
185437;Köln, Gym Köln-Pesch;BR Köln;Stadt Köln;Köln;2
185449;Wuppertal, GG Küllenhahn;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
185450;Wuppertal, GG Birkenhöhe;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
185462;Senden, GG Bösensell;BR Münster;Kreis Coesfeld;Senden;1
185486;Voerde, GG Erich Kästner Schule;BR Düsseldorf;Kreis Wesel;Voerde (Niederrhein);4
185528;Bergheim, GG Astrid-Lindgren;BR Köln;Rhein-Erft-Kreis;Bergheim;9
185541;Halle, GG Lindenschule;BR Detmold;Kreis Gütersloh;Halle (Westf.);3
185553;Gelsenkirchen, GG Dörmannsweg;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
185607;Korschenbroich, Gym Don-Bosco-Str.;BR Düsseldorf;Rhein-Kreis Neuss;Korschenbroich;1
185619;Rhede, KG Piusschule;BR Münster;Kreis Borken;Rhede;1
185681;Bonn, GG Medinghoven;BR Köln;Stadt Bonn;Bonn;9
185711;Bünde, RS Mitte;BR Detmold;Kreis Herford;Bünde;3
185747;Ibbenbüren, GG Mauritiusschule;BR Münster;Kreis Steinfurt;Ibbenbüren;5
185759;Ibbenbüren, GG Ludwig;BR Münster;Kreis Steinfurt;Ibbenbüren;5
185760;Kerpen, GG Mühlenfeld;BR Köln;Rhein-Erft-Kreis;Kerpen;5
185772;Wuppertal, GE Erich-Fried-Gesamtschule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
185802;Meckenheim, RS Theodor-Heuss-Schule;BR Köln;Rhein-Sieg-Kreis;Meckenheim;3
185814;Hagen, GG Geweke;BR Arnsberg;Stadt Hagen;Hagen;6
185851;Lüdenscheid, GH Stadtpark;BR Arnsberg;Märkischen Kreis;Lüdenscheid;8
185863;Herdecke, RS Am Bleichstein;BR Arnsberg;Ennepe-Ruhr-Kreis;Herdecke;3
185875;Ahaus, RS Anne-Frank-Schule;BR Münster;Kreis Borken;Ahaus;2
185929;Dorsten, GG an der Talaue;BR Münster;Kreis Recklinghausen;Dorsten;5
186004;Verl, Gym St.-Anna-Straße;BR Detmold;Kreis Gütersloh;Verl;1
186016;Ratingen, Gym Dietrich-Bonhoeffer;BR Düsseldorf;Kreis Mettmann;Ratingen;4
186090;Meckenheim, GG Merl;BR Köln;Rhein-Sieg-Kreis;Meckenheim;6
186107;Hamm, GG Gebrüder-Grimm-Schule;BR Arnsberg;Stadt Hamm;Hamm;3
186119;Lünen, GG Auf dem Kelm;BR Arnsberg;Kreis Unna;Lünen;6
186120;Herford, GG Obering;BR Detmold;Kreis Herford;Herford;7
186259;Mönchengladbach, GG Montessori;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;4
186284;Duisburg, GG Astrid-Lindgren-Schule;BR Düsseldorf;Stadt Duisburg;Duisburg;4
186375;Leopoldshöhe, GE Felix-Fechenbach;BR Detmold;Kreis Lippe;Leopoldshöhe;1
186430;Paderborn, RS In der Südstadt;BR Detmold;Kreis Paderborn;Paderborn;6
186442;Bad Oeynhausen, RS Schulzentrum Süd;BR Detmold;Kreis Minden-Lübbecke;Bad Oeynhausen;2
186508;Schwerte, GG Albert-Schweitzer-Schule;BR Arnsberg;Kreis Unna;Schwerte;4
186545;Recklinghausen, GG (Verb) Gebrüder-Grimm;BR Münster;Kreis Recklinghausen;Recklinghausen;5
186557;Gevelsberg, GG Vogelsang;BR Arnsberg;Ennepe-Ruhr-Kreis;Gevelsberg;8
186612;Ratingen, GG Astrid-Lindgren-Schule;BR Düsseldorf;Kreis Mettmann;Ratingen;8
186636;Köln, GG Maria-Montessori;BR Köln;Stadt Köln;Köln;5
186685;Herne, GG Schillerschule;BR Arnsberg;Stadt Herne;Herne;5
186740;Herne, GE Wanne-Eickel;BR Arnsberg;Stadt Herne;Herne;9
186831;Porta Westfalica, Gym Hoppenstr.;BR Detmold;Kreis Minden-Lübbecke;Porta Westfalica;1
186909;Paderborn, GG Comeniusschule Elsen;BR Detmold;Kreis Paderborn;Paderborn;3
186960;Ratingen, RS Käthe-Kollwitz-Schule;BR Düsseldorf;Kreis Mettmann;Ratingen;5
187008;Gladbeck, RS Erich-Kästner;BR Münster;Kreis Recklinghausen;Gladbeck;5
187010;Ahlen, GG Don-Bosco-Schule;BR Münster;Kreis Warendorf;Ahlen;2
187021;Niederkassel, RS Alfred-Delp;BR Köln;Rhein-Sieg-Kreis;Niederkassel;3
187070;Remscheid, GH Hackenberg;BR Düsseldorf;Stadt Remscheid;Remscheid;6
187215;Oer-Erkenschwick, Gym Willy-Brandt;BR Münster;Kreis Recklinghausen;Oer-Erkenschwick;2
187288;Unna, RS Hellweg;BR Arnsberg;Kreis Unna;Unna;2
187306;Sankt Augustin, RS Niederpleis;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;3
187343;Unna, GG Liedbachschule;BR Arnsberg;Kreis Unna;Unna;1
187367;Übach-Palenberg, RS Comeniusstr.;BR Köln;Kreis Heinsberg;Übach-Palenberg;2
187598;Lüdenscheid, GG Tinsberger;BR Arnsberg;Märkischen Kreis;Lüdenscheid;9
187744;Heimbach, GG Schönblick;BR Köln;Kreis Düren;Heimbach;3
187770;Essen, GE Gustav-Heinemann-Gesamtschule;BR Düsseldorf;Stadt Essen;Essen;8
187781;Oberhausen, GE Heinrich-Böll;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
187793;Duisburg, GE Gottfried-Wilhelm-Leibniz;BR Düsseldorf;Stadt Duisburg;Duisburg;5
187811;Hüllhorst, GG (Verb.) Am Wiehengebirge;BR Detmold;Kreis Minden-Lübbecke;Hüllhorst;3
187902;Köln, GE Max-Ernst-Gesamtschule;BR Köln;Stadt Köln;Köln;5
188098;Gelsenkirchen, GE Ueckendorf;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
188128;Bielefeld, GE Friedrich Wilhelm Murnau;BR Detmold;Stadt Bielefeld;Bielefeld;7
188130;Sankt Augustin, GG am Pleiser Wald;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;3
188141;Witten, GE Holzkamp;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;4
188153;Witten, GE Hardenstein;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;3
188165;Köln, GE Katharina-Henoth-Schule;BR Köln;Stadt Köln;Köln;9
188177;Duisburg, GE Heinrich-Heine-Schule;BR Düsseldorf;Stadt Duisburg;Duisburg;6
188189;Mülheim an der Ruhr, GE Saarn;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;7
188190;Castrop-Rauxel, GE Willy-Brandt;BR Münster;Kreis Recklinghausen;Castrop-Rauxel;6
188207;Dortmund, GE Heinrich-Böll;BR Arnsberg;Stadt Dortmund;Dortmund;6
188219;Dortmund, GE Geschwister-Scholl;BR Arnsberg;Stadt Dortmund;Dortmund;4
188220;Dortmund, GE Anne-Frank-Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
188232;Düsseldorf, GE Heinrich-Heine-Gesamtsch.;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;7
188268;Aachen, GG Montessori-Schule;BR Köln;Städteregion Aachen;Aachen;8
188293;Monheim, GE Peter-Ustinov;BR Düsseldorf;Kreis Mettmann;Monheim am Rhein;4
188300;Solingen, GE Alexander-Coppel;BR Düsseldorf;Stadt Solingen;Solingen;6
188311;Bochum, GE Heinrich-Böll-Schule;BR Arnsberg;Stadt Bochum;Bochum;5
188499;Duisburg, GE Mitte;BR Düsseldorf;Stadt Duisburg;Duisburg;5
188517;Lünen, GE Geschwister-Scholl-Schule;BR Arnsberg;Kreis Unna;Lünen;4
188554;Münster, GH Wolbeck;BR Münster;Stadt Münster;Münster;7
188578;Soest, GG Georgschule;BR Arnsberg;Kreis Soest;Soest;2
188669;Wuppertal, GE Else Lasker-Schüler;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
188700;Dortmund, GE Gartenstadt;BR Arnsberg;Stadt Dortmund;Dortmund;8
188712;Moers, GE Geschwister-Scholl;BR Düsseldorf;Kreis Wesel;Moers;6
188736;Gelsenkirchen, GE Horst;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;8
188748;Herne, GE Mont-Cenis;BR Arnsberg;Stadt Herne;Herne;7
188803;Recklinghausen, GE Käthe-Kollwitz;BR Münster;Kreis Recklinghausen;Recklinghausen;8
188827;Dortmund, GE Gustav-Heinemann;BR Arnsberg;Stadt Dortmund;Dortmund;8
188839;Gütersloh, GE Anne-Frank-Schule;BR Detmold;Kreis Gütersloh;Gütersloh;6
188864;Aachen, GG Gut Kullen;BR Köln;Städteregion Aachen;Aachen;4
188876;Marl, GE Martin-Luther-King;BR Münster;Kreis Recklinghausen;Marl;6
188888;Dinslaken, GE Ernst-Barlach;BR Düsseldorf;Kreis Wesel;Dinslaken;4
188890;Solingen, GE Geschwister-Scholl-Schule;BR Düsseldorf;Stadt Solingen;Solingen;5
189017;Bottrop, GE Janusz-Korczak;BR Münster;Stadt Bottrop;Bottrop;8
189066;Wuppertal, GE Pina-Bausch;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
189078;Mülheim an der Ruhr, GE Willy-Brandt;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;8
189080;Essen, GE Frida-Levy-Gesamtschule;BR Düsseldorf;Stadt Essen;Essen;9
189108;Detmold, GE Geschwister-Scholl;BR Detmold;Kreis Lippe;Detmold;5
189110;Aachen, GE Heinrich-Heine-Schule;BR Köln;Städteregion Aachen;Aachen;6
189121;Minden, GE Kurt-Tucholsky;BR Detmold;Kreis Minden-Lübbecke;Minden;8
189133;Unna, GE Peter-Weiss;BR Arnsberg;Kreis Unna;Unna;4
189145;Mönchengladbach, GE Espenstraße;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;9
189169;Köln, GG Zwirnerstraße;BR Köln;Stadt Köln;Köln;3
189170;Hagen, GE Haspe;BR Arnsberg;Stadt Hagen;Hagen;6
189194;Tönisvorst, Gym Michael-Ende-Gymnasium;BR Düsseldorf;Kreis Viersen;Tönisvorst;2
189250;Hamm, GE Friedens;BR Arnsberg;Stadt Hamm;Hamm;5
189261;Duisburg, GE Meiderich;BR Düsseldorf;Stadt Duisburg;Duisburg;9
189273;Krefeld, GE Kaiserplatz;BR Düsseldorf;Stadt Krefeld;Krefeld;8
189285;Remscheid, GE Albert-Einstein-Schule;BR Düsseldorf;Stadt Remscheid;Remscheid;8
189297;Velbert, GE Mitte;BR Düsseldorf;Kreis Mettmann;Velbert;6
189303;Wesel, GE Am Lauerhaas;BR Düsseldorf;Kreis Wesel;Wesel;4
189315;Hiddenhausen, GE Olof-Palme;BR Detmold;Kreis Herford;Hiddenhausen;2
189339;Herne, GE Erich-Fried;BR Arnsberg;Stadt Herne;Herne;6
189390;Langerwehe, GE Josef-Schwarz-Straße;BR Köln;Kreis Düren;Langerwehe;2
189406;Leverkusen, GE Schlebusch;BR Köln;Stadt Leverkusen;Leverkusen;4
189480;Dormagen, GE Bertha-von-Suttner;BR Düsseldorf;Rhein-Kreis Neuss;Dormagen;2
189509;Herford, GE Salzufler Str.;BR Detmold;Kreis Herford;Herford;7
189522;Düren, GE Heinrich-Böll;BR Köln;Kreis Düren;Düren;8
189534;Paderborn, GG Auf der Lieth;BR Detmold;Kreis Paderborn;Paderborn;5
189558;Sprockhövel, GE Wilhelm-Kraft;BR Arnsberg;Ennepe-Ruhr-Kreis;Sprockhövel;4
189560;Lüdenscheid, GE Adolf-Reichwein;BR Arnsberg;Märkischen Kreis;Lüdenscheid;7
189571;Iserlohn, GE Iserlohn;BR Arnsberg;Märkischen Kreis;Iserlohn;5
189583;Duisburg, GE Walsum;BR Düsseldorf;Stadt Duisburg;Duisburg;5
189595;Duisburg, GE Erich Kästner;BR Düsseldorf;Stadt Duisburg;Duisburg;8
189601;Ratingen, GE Martin-Luther-King;BR Düsseldorf;Kreis Mettmann;Ratingen;6
189637;Gütersloh, GG Nordhorn;BR Detmold;Kreis Gütersloh;Gütersloh;4
189686;Waldbröl, GE Höhenweg;BR Köln;Oberbergischen Kreis;Waldbröl;2
189698;Gummersbach, GE Derschlag;BR Köln;Oberbergischen Kreis;Gummersbach;5
189730;Gelsenkirchen, GE Buer-Mitte;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;6
189807;Hamm, GE Sophie-Scholl-Schule;BR Arnsberg;Stadt Hamm;Hamm;5
189819;Düsseldorf, GE Hulda-Pankok-Schule;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
189820;Essen, GE Erich-Kästner-Schule;BR Düsseldorf;Stadt Essen;Essen;8
189832;Mönchengladbach, GE Volksgarten;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
189844;Oberhausen, GE Fasia-Jansen-Gesamtschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;9
189856;Wuppertal, GE Langerfeld;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
189868;Neuss, GE Janusz-Korczak;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;5
189870;Moers, GE Anne-Frank;BR Düsseldorf;Kreis Wesel;Moers;5
189881;Kempen, GG Regenbogenschule;BR Düsseldorf;Kreis Viersen;Kempen;2
189911;Saerbeck, GE Maximilian-Kolbe;BR Münster;Kreis Steinfurt;Saerbeck;2
189923;Ahlen, GE Fritz-Winter-Gesamtschule;BR Münster;Kreis Warendorf;Ahlen;5
189935;Bochum, GE Willy-Brandt;BR Arnsberg;Stadt Bochum;Bochum;7
189947;Bochum, GE Maria Sibylla Merian Schule;BR Arnsberg;Stadt Bochum;Bochum;6
189959;Düren, GE Anne-Frank;BR Köln;Kreis Düren;Düren;5
189960;Dortmund, GE Brünninghausen;BR Arnsberg;Stadt Dortmund;Dortmund;3
189984;Hagen, GE Eilpe;BR Arnsberg;Stadt Hagen;Hagen;5
189996;Bielefeld, GE GesamtSchule Quelle;BR Detmold;Stadt Bielefeld;Bielefeld;3
190007;Hattingen, GE Marxstr.;BR Arnsberg;Ennepe-Ruhr-Kreis;Hattingen;3
190019;Siegen, GE Bertha-v.-Suttner-Gesamtschul;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;5
190020;Krefeld, GE Robert-Jungk-Gesamtschule;BR Düsseldorf;Stadt Krefeld;Krefeld;4
190032;Bergkamen, GE Willy-Brandt-Gesamtschule;BR Arnsberg;Kreis Unna;Bergkamen;5
190070;Eschweiler, GE Waldschule;BR Köln;Städteregion Aachen;Eschweiler;5
190081;Hüllhorst, GE Osterstraße;BR Detmold;Kreis Minden-Lübbecke;Hüllhorst;1
190093;Troisdorf, GE Europaschule Troisdorf;BR Köln;Rhein-Sieg-Kreis;Troisdorf;4
190100;Köln, GG Irisweg;BR Köln;Stadt Köln;Köln;5
190111;Wiehl, GG Oberwiehl;BR Köln;Oberbergischen Kreis;Wiehl;2
190160;Bochum, GG Astrid-Lindgren;BR Arnsberg;Stadt Bochum;Bochum;1
190238;Bornheim, GE Europaschule;BR Köln;Rhein-Sieg-Kreis;Bornheim;2
190240;Aachen, GG Montessori Grundschule;BR Köln;Städteregion Aachen;Aachen;6
190251;Alsdorf, GE Gustav-Heinemann-Schule;BR Köln;Städteregion Aachen;Alsdorf;5
190263;Bünde, GE Erich Kästner-Gesamtschule;BR Detmold;Kreis Herford;Bünde;3
190275;Selm, Gym Campus;BR Arnsberg;Kreis Unna;Selm;3
190287;Löhne, GE Bertolt-Brecht;BR Detmold;Kreis Herford;Löhne;4
190299;Köln, GG Müngersdorf;BR Köln;Stadt Köln;Köln;2
190317;Schermbeck, GE Schloßstr.;BR Düsseldorf;Kreis Wesel;Schermbeck;2
190330;Spenge, GE Regenbogen;BR Detmold;Kreis Herford;Spenge;3
190354;Hille, GE (Gym) Von Oeynhausen Straße;BR Detmold;Kreis Minden-Lübbecke;Hille;1
190378;Rödinghausen, GE An der Stertwelle;BR Detmold;Kreis Herford;Rödinghausen;2
190391;Overath, GG Vilkerath;BR Köln;Rheinisch-Bergischen Kreis;Overath;4
190410;Rheine, GE Euregio-Schule;BR Münster;Kreis Steinfurt;Rheine;4
190470;Siegburg, GG (Verb.) Hans-Alfred-Keller;BR Köln;Rhein-Sieg-Kreis;Siegburg;5
190482;Korschenbroich, RS Dionysiusstr.;BR Düsseldorf;Rhein-Kreis Neuss;Korschenbroich;2
190524;Recklinghausen, GE Wolfgang-Borchert;BR Münster;Kreis Recklinghausen;Recklinghausen;7
190615;Netphen, Gym Haardtstraße;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;1
190639;Wilnsdorf, Gym Hoheroth;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;1
190652;Nordwalde, GE Kardinal-von-Galen;BR Münster;Kreis Steinfurt;Nordwalde;3
190664;Wassenberg, GE Betty-Reis;BR Köln;Kreis Heinsberg;Wassenberg;3
190676;Werdohl, GE Albert-Einstein;BR Arnsberg;Märkischen Kreis;Werdohl;4
190688;Aachen, GE Brand;BR Köln;Städteregion Aachen;Aachen;5
190706;Marienheide, GE Pestalozzistr.;BR Köln;Oberbergischen Kreis;Marienheide;2
190718;Brüggen, GE Brüggen;BR Düsseldorf;Kreis Viersen;Brüggen;2
190720;Meerbusch, GE Maria-Montessori;BR Düsseldorf;Rhein-Kreis Neuss;Meerbusch;3
190731;Altena, GG (Verb.) Altena;BR Arnsberg;Märkischen Kreis;Altena;4
190743;Havixbeck, GE Anne Frank;BR Münster;Kreis Coesfeld;Havixbeck;2
190780;Siegburg, GG Adolf-Kolping-Schule;BR Köln;Rhein-Sieg-Kreis;Siegburg;4
190809;Paderborn, GE Elsen;BR Detmold;Kreis Paderborn;Paderborn;4
190810;Nottuln, Gym Rupert-Neudeck;BR Münster;Kreis Coesfeld;Nottuln;2
190846;Bottrop, GE Willy-Brandt;BR Münster;Stadt Bottrop;Bottrop;5
190860;Bielefeld, GG Labor;BR Detmold;Stadt Bielefeld;Bielefeld;2
190871;Viersen, GE Anne-Frank-Schule;BR Düsseldorf;Kreis Viersen;Viersen;4
190895;Essen, GE Nord;BR Düsseldorf;Stadt Essen;Essen;9
190913;Solingen, GE Friedrich-Albert-Lange;BR Düsseldorf;Stadt Solingen;Solingen;2
190949;Kürten, GE Olpener Straße;BR Köln;Rheinisch-Bergischen Kreis;Kürten;2
190974;Bergisch Gladbach, GG Bensberg;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
190986;Lünen, GE Käthe-Kollwitz;BR Arnsberg;Kreis Unna;Lünen;5
190998;Mönchengladbach, GE Hardt;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
191000;Langenfeld, GE Bettine-von-Arnim;BR Düsseldorf;Kreis Mettmann;Langenfeld (Rhld.);4
191012;Remscheid, GE Sophie-Scholl;BR Düsseldorf;Stadt Remscheid;Remscheid;3
191024;Krefeld, GE Kurt-Tucholsky;BR Düsseldorf;Stadt Krefeld;Krefeld;9
191036;Siegen, GE Eiserfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
191085;Büren, KG Steinhausen;BR Detmold;Kreis Paderborn;Büren;2
191139;Dinslaken, Gym Gustav-Heinemann;BR Düsseldorf;Kreis Wesel;Dinslaken;2
191140;Lohmar, Gym Donrather Dreieck;BR Köln;Rhein-Sieg-Kreis;Lohmar;2
191188;Geilenkirchen, GE Anita-Lichtenstein;BR Köln;Kreis Heinsberg;Geilenkirchen;3
191190;Schwerte, GE Gänsewinkel;BR Arnsberg;Kreis Unna;Schwerte;3
191206;Dinslaken, GG Hühnerheide;BR Düsseldorf;Kreis Wesel;Dinslaken;2
191218;Selm, GG Overbergschule;BR Arnsberg;Kreis Unna;Selm;4
191231;Unna, GE Werner-von-Siemens;BR Arnsberg;Kreis Unna;Unna;4
191243;Übach-Palenberg, GE Willy-Brandt;BR Köln;Kreis Heinsberg;Übach-Palenberg;3
191267;Bonn, GG Till-Eulenspiegel-Schule;BR Köln;Stadt Bonn;Bonn;4
191310;Olfen, GE Wolfhelmschule Olfen-Datteln;BR Münster;Kreis Coesfeld;Olfen;3
191322;Waltrop, GE Brockenscheidter Str.;BR Münster;Kreis Recklinghausen;Waltrop;4
191334;Essen, GE Borbeck;BR Düsseldorf;Stadt Essen;Essen;5
191358;Senden, Gym Joseph-Haydn;BR Münster;Kreis Coesfeld;Senden;1
191383;Herzogenrath, GE Europaschule;BR Köln;Städteregion Aachen;Herzogenrath;4
191395;Duisburg, GE Theodor-König;BR Düsseldorf;Stadt Duisburg;Duisburg;8
191401;Bonn, GE Elisabeth-Selbert-Gesamtschule;BR Köln;Stadt Bonn;Bonn;7
191425;Recklinghausen, Gym Freiherr-vom-Stein;BR Münster;Kreis Recklinghausen;Recklinghausen;4
191449;Hückeswagen, GG Wiehagen;BR Köln;Oberbergischen Kreis;Hückeswagen;4
191474;Duisburg, GE Emschertal;BR Düsseldorf;Stadt Duisburg;Duisburg;6
191486;Neuss, GE an der Erft;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
191504;Grevenbroich,GE Käthe-Kollwitz-Gesamtsch;BR Düsseldorf;Rhein-Kreis Neuss;Grevenbroich;4
191553;Kamp-Lintfort, GE UNESCO-Schule;BR Düsseldorf;Kreis Wesel;Kamp-Lintfort;3
191589;Harsewinkel, Gym Dechant-Budde-Weg;BR Detmold;Kreis Gütersloh;Harsewinkel;2
191590;Bonn, GG Brüser Berg;BR Köln;Stadt Bonn;Bonn;5
191644;Willich, GE Robert-Schuman;BR Düsseldorf;Kreis Viersen;Willich;2
191668;Nettetal, GE Von-Waldois-Str.;BR Düsseldorf;Kreis Viersen;Nettetal;2
191693;Nümbrecht, Gym Homburgisches Gymnasium;BR Köln;Oberbergischen Kreis;Nümbrecht;2
191711;Odenthal, Gym Bergisch Gladbacher Straße;BR Köln;Rheinisch-Bergischen Kreis;Odenthal;1
191723;Herdecke, GG Werner Richard;BR Arnsberg;Ennepe-Ruhr-Kreis;Herdecke;3
191735;Erkrath, GG (Verb.) Regenbogenschule;BR Düsseldorf;Kreis Mettmann;Erkrath;5
191802;Augustdorf, GG auf der Insel;BR Detmold;Kreis Lippe;Augustdorf;2
191826;Kreuztal, GE Clara-Schumann-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;5
191851;Merzenich, GE Schulstraße;BR Köln;Kreis Düren;Merzenich;2
191863;Düsseldorf, GE Joseph-Beuys;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;8
191875;Recklinghausen, GE Suderwich;BR Münster;Kreis Recklinghausen;Recklinghausen;4
191905;Dormagen, GG (Verb.) Friedensschule;BR Düsseldorf;Rhein-Kreis Neuss;Dormagen;2
191917;Heiligenhaus, GE Hülsbecker Straße;BR Düsseldorf;Kreis Mettmann;Heiligenhaus;3
191929;Weilerswist, GE Martin-Luther-Str.;BR Köln;Kreis Euskirchen;Weilerswist;2
191930;Reichshof, GE Reichshof;BR Köln;Oberbergischen Kreis;Reichshof;2
191942;Kerpen, GE Willy-Brandt;BR Köln;Rhein-Erft-Kreis;Kerpen;4
191980;Gelsenkirchen, RS Mulvany-Realschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;8
192030;Goch, GG Arnold-Janssen;BR Düsseldorf;Kreis Kleve;Goch;6
192041;Moers, GG Regenbogenschule Meerfeld;BR Düsseldorf;Kreis Wesel;Moers;2
192053;Straelen, Gym Fontanestraße;BR Düsseldorf;Kreis Kleve;Straelen;1
192089;Münster, GG am Kinderbach;BR Münster;Stadt Münster;Münster;5
